"","data_source","bibliographicCitation","type","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","catalogNumber","recordNumber","recordedBy","occurrenceRemarks","eventDate","year","month","day","verbatimEventDate","habitat","fieldNotes","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","decimalLatitude","decimalLongitude","coordinatePrecision","typeStatus","identifiedBy","dateIdentified","identificationRemarks","scientificName","family","genus","taxonRank","taxonomicStatus","acceptedScientificName","scientificNameAuthorship","dayIdentified","monthIdentified","verbatimLatitude","verbatimLongitude","yearIdentified","country"
"159613","speciesLink",NA,NA,NA,NA,"ESALQ","ESA",NA,"PreservedSpecimen","21253","3037.0","Barreto, K.D. et al.",NA,NA,"1994","10","18",NA,NA,NA,NA,"São Paulo","Tapiraí",NA,NA,NA,NA,"-23.9599990844727","-47.5","41034",NA,NA,NA,NA,"Serjania","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"161044","speciesLink",NA,NA,NA,NA,"UFMG","BHCB",NA,"PreservedSpecimen","202821","8063","Rezende, SG; Justo, AG","Trepadeira; Capão de mata na canga",NA,"2020","2","18",NA,NA,NA,NA,"Minas Gerais","Caeté",NA,"Morro Vermelho., Serra do Gandarela",NA,NA,"-20.088056","-43.685",NA,NA,NA,NA,NA,"Serjania gracilis","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,"-20.088056","-43.685",NA,"Brasil"
"151351","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3242033","7071","E. Pereira, -- Liene, D. Sucre & A. P. Duarte",NA,NA,"1958","6","24",NA,NA,NA,NA,"Distrito Federal",NA,NA,"Estrada do Alto, Mesa do Imperada.",NA,NA,NA,NA,NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Serjania clematidifolia","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brazil"
"185374","speciesLink",NA,NA,NA,NA,"UFMT","UFMT",NA,"S","9730","2192","Pereira, B.A.S.; Mecenas, V.V.","Trepadeira muito ramificada, cobrindo a copa de várias árvores pequenas da mata, corola branca, estames amarelos.; Mata ciliar do córrego.",NA,"1992","8","17",NA,NA,NA,NA,"Distrito Federal","Brasília",NA,"APA de Cafuringa. Fazenda Palestina.",NA,NA,"-15.7797002792358","-47.9296989440918","70570",NA,NA,NA,NA,"Serjania","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"133633","speciesLink",NA,NA,NA,NA,"UFPR","UPCB",NA,"PreservedSpecimen","51613","9","Matos, F.B.","Trepadeira, apoiada em vegetação de campo aberto. Floresta ombrófila mista. Alt.: 900m s.n.m..",NA,"2004","8","20",NA,NA,NA,NA,"Paraná","Curitiba",NA,"UFPR, Centro Politécnico",NA,NA,"-25.4277992248535","-49.2731018066406","25180",NA,"Rosado, A.","2015-12-2",NA,"Serjania multiflora","Sapindaceae","Serjania",NA,NA,NA,"Cambess.","2","12",NA,NA,"2015","Brasil"
"157182","speciesLink",NA,NA,NA,NA,"UEFS","HUEFS",NA,"PreservedSpecimen","70150","296","Sawassi, A.P.","Floresta Ombrófila Densa Submontana, 3,5km acima do Núcleo Sete-Barras.",NA,"2002","4","22",NA,NA,NA,NA,"São Paulo","Sete Barras",NA,"Parque Estadual Carlos Botelho, Núcleo de Sete Barras. Estrada São Miguel Arcanjo - Sete Barras (SP 139).",NA,NA,"-24.183611","-47.926389",NA,NA,NA,NA,NA,"Paullinia carpopoda","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,NA,"24S11'1''","47W55'35''",NA,"Brasil"
"171314","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","173152","Zardini 18371","Elsa M. Zardini|C. Velázquez",NA,NA,"1990","1","27",NA,NA,NA,NA,"Paraguarí",NA,NA,"Estero del Ypoá, 20 km W of Carapeguá Pacheco. Gallery forest around Estero.",NA,NA,"-25.28333","-57.41666",NA,NA,"P. Acevedo-Rodriguez",NA,NA,"Paullinia pinnata","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Paraguay"
"163580","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","1786362","Gentry 9344","Alwyn H. Gentry",NA,NA,"1974","1","18",NA,NA,NA,NA,"Chocó",NA,NA,"Upper Río Truandó, La Teresita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paullinia dodgei","Sapindaceae","Paullinia",NA,NA,NA,"Standl.",NA,NA,NA,NA,NA,"Colombia"
"155691","speciesLink",NA,NA,NA,NA,"UFPR","EFC",NA,"PreservedSpecimen","15490","1236","Völtz, R.R.; et al.","Liana sobre vegetação herbáceo-arbustiva de dunas frontais; flores alvas. __COMMOM_NAME__: Cipó-timbó",NA,"2017","3","16",NA,NA,NA,NA,"Paraná","Pontal do Paraná",NA,"Balneário Guarapari",NA,NA,"-25.6657","-48.4477",NA,NA,"Völtz, R.R.","2017-4-5",NA,"Paullinia trigonia","Sapindaceae","Paullinia",NA,NA,NA,"Vell.","5","4","-25.6657","-48.4477","2017","Brasil"
"155415","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3695582","283","D. da Silva Costa & E. Oliveira",NA,NA,"2013","9","7",NA,NA,NA,NA,"Acre",NA,NA,"Bujari. Riozinho do Andirá, Ramal do Espinhara, ao longo da estrada",NA,NA,"-9.70861","-68.1334",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Serjania sphaerococca","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Brazil"
"156619","speciesLink",NA,NA,NA,NA,"USP","SPF",NA,"PreservedSpecimen","197375","19A","Rollo, MAL",NA,NA,"1991","1","24",NA,NA,NA,NA,"Minas Gerais","Arcos",NA,NA,NA,NA,"-20.2819004058838","-45.5393981933594","25000",NA,"Pirani, JR","2005-NA-NA",NA,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum",NA,NA,NA,"Sw.",NA,NA,NA,NA,"2005","Brasil"
"135500","speciesLink",NA,NA,NA,NA,"UEM","HUEM",NA,"S","2279","12","R.Pilati",NA,NA,"1987","11","19",NA,NA,NA,NA,"Paraná","Porto Rico",NA,"rio Paraná, Ilha de Porto Rico.",NA,NA,"-22.7721996307373","-53.2668991088867","18063",NA,"Rosado","2019-8-NA",NA,"Paullinia elegans","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,"8",NA,NA,"2019","Brasil"
"134473","speciesLink",NA,NA,NA,NA,"IAC","IAC",NA,"PreservedSpecimen","11968","471468","G.A. Black","Não localizado no acervo! Ambiente de coleta: capoeira",NA,"1947","9","19",NA,NA,NA,NA,"Amazonas","Tefé",NA,"beira do iguapé, fim da colônia",NA,NA,"-3.3542","-64.7114",NA,NA,"G.A. Black","1947-9-19",NA,"Paullinia","Sapindaceae-4.Sapindoideae","Paullinia",NA,NA,NA,NA,"19","9","-3.3542","-64.7114","1947","Brasil"
"163909","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","2787268","RENTERIA 3550","RENTERIA",NA,NA,"1985","2","5",NA,NA,NA,NA,"Antioquia","Turbo",NA,"Corregimiento de Lomas Aisladas. Loma mediana.",NA,NA,"7.65333","-76.96027",NA,NA,"M. Merello (MO)",NA,NA,"Paullinia glomerulosa","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Colombia"
"127296","speciesLink",NA,NA,NA,NA,"IAP","PACA-AGP",NA,"PreservedSpecimen","108373","153","J. Mauhs e D. port","HASU 2129 Habitat: beira de estrada, junto a mata secundária Hábito: trepadeira",NA,"1992","10","12",NA,NA,NA,NA,"RS","Canela",NA,"Passo do Louro",NA,NA,"-29.3656005859375","-50.815601348877","16452",NA,"J. Mauhs","1994-7-12",NA,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum",NA,NA,NA,"Sw.","12","7",NA,NA,"1994","Brasil"
"136111","speciesLink",NA,NA,NA,NA,"UnB","UB",NA,"PreservedSpecimen","89434","63304","Hatschbach, G",NA,NA,"1995","5","5",NA,NA,NA,NA,"Mato Grosso","Cáceres",NA,"Cáceres, Gleba Facão, rodovia para o rio Jacobina",NA,NA,"-16.066667","-57.683333",NA,NA,"Ferrucci, MS","1995-NA-NA",NA,"Serjania glutinosa","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,"-16.066667","-57.683333","1995","Brasil"
"175289","speciesLink",NA,NA,NA,NA,"IBt","SP",NA,"S","151143","13","Melo, MMRF",NA,NA,"1977","8","6",NA,NA,NA,NA,"São Paulo","Campo Limpo Paulista",NA,"Estância Figueira Branca.",NA,NA,"-23.2000007629395","-46.7799987792969","9356",NA,"Somner, GV","1997-4-29",NA,"Serjania paradoxa","Sapindaceae","Serjania",NA,NA,NA,"Radlk.","29","4",NA,NA,"1997","Brasil"
"181037","speciesLink",NA,NA,NA,NA,"INPA","INPA",NA,"S","83531","76-157","Maciel, AA",NA,NA,"1976","7","14",NA,NA,NA,NA,"Mato Grosso","Poconé",NA,"Transpantaneira, km 26, Rodovia Transpantaneira (Poconé), Km 26",NA,NA,"-16","-56.5",NA,NA,NA,NA,NA,"Cardiospermum microcarpum","Sapindaceae","Cardiospermum",NA,NA,NA,"Kunth",NA,NA,"-16","-56.5",NA,"Brasil"
"154359","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3474490","1687","H. D. Clarke & T. McPherson",NA,NA,"1996","5","23",NA,NA,NA,NA,"U. Takutu-U. Essequibo",NA,NA,"Rupununi R. landing, on trail from Dadanawa to Kotinarub Village; adjacent to Tautowan Mt.",NA,NA,"2.83333","-59.5167",NA,NA,"Somner, G. V.",NA,NA,"Paullinia verrucosa","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Guyana"
"138974","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","02431526","7783","M. M. Arbo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1997","1","28",NA,NA,NA,NA,"Espírito Santo",NA,NA,"Brejal, 15 km N de Colatina, camino de tieera sobre la margen izquierda del río Pancas",NA,NA,"-19.38","-40.68",NA,NA,NA,NA,NA,"Paullinia racemosa","Sapindaceae","Paullinia",NA,NA,NA,"Wawra",NA,NA,NA,NA,NA,"Brazil"
"143732","speciesLink",NA,NA,NA,NA,"UFES","VIES",NA,"S","12977","24","Rodrigues, I.D.",NA,NA,"1998","12","23",NA,NA,NA,NA,"Espírito Santo","Fundão",NA,NA,NA,NA,"-19.9325008392334","-40.4067001342773","27186",NA,"Rodrigues, I.D.","1998-7-23",NA,"Serjania salzmanniana","Sapindaceae","Serjania",NA,NA,NA,"Schltdl.","23","7",NA,NA,"1998","Brasil"
"140262","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","00995811","17475","H. S. Irwin","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097985' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1966","6","21",NA,NA,NA,NA,"Goiás","Piranhas",NA,"Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.",NA,NA,"-16.42","-51.97",NA,NA,"P. Acevedo-Rodríguez",NA,NA,"Serjania meridionalis","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brazil"
"134961","speciesLink",NA,NA,NA,NA,"UEM","HUEM",NA,"S","35550","933","Rosado","Liana. Frutos imaturos verde-claros ou verde-amarelados; látex branco.",NA,"2019","7","31",NA,NA,NA,NA,"Paraná","Sarandi",NA,"Condomínio Estância Zaúna., Borda.",NA,NA,"-23.397417","-51.834472",NA,NA,"Rosado","2019-7-NA",NA,"Serjania laruotteana","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,"7","-23.397417","-51.834472","2019","Brasil"
"128059","speciesLink",NA,NA,NA,NA,"UNICAMP","UEC",NA,"S","144210","141","Carboni, M; Faraco, AG; Soares, PG; Sampaio, D; Breier, TB; Fernandez, RR","Liana; Floresta Ombrófila densa baixo montana degradada.",NA,"2005","3","27",NA,NA,NA,NA,"São Paulo","Eldorado",NA,"Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Mirante do Angico.",NA,NA,"-24.634722","-48.407778",NA,NA,"Acevedo, P","2018-11-13",NA,"Serjania gracilis","Sapindaceae","Serjania",NA,NA,NA,"Radlk.","13","11","-24.634722","-48.407778","2018","Brazil"
"155329","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3182653","22409","R. M. Harley",NA,NA,"1980","5","23",NA,NA,NA,NA,"Bahia",NA,NA,"Mun. Palmeiras: Serras dos Lençois. Lower slopes of Morro do Pai Inácio, ca. 14.5 km NW of Lençois, just N of the main Seabra-Itaberaba Road.",NA,NA,"-12.45","-41.4667",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Paullinia weinmanniaefolia","Sapindaceae","Paullinia",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,"Brazil"
"181009","speciesLink",NA,NA,NA,NA,"INPA","INPA",NA,"S","159840","1949","Macêdo, M",NA,NA,"1988","5","29",NA,NA,NA,NA,"Mato Grosso","Joara",NA,"Salto Apiacás, Terreno baldio, próximo ao Morro, Salto Apiacás.",NA,NA,"-10.7","-57.9",NA,NA,"Acevedo-Rodríguez, P","1996-NA-NA",NA,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum",NA,NA,NA,"Sw.",NA,NA,"-10.7","-57.9","1996","Brasil"
"161854","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","2994246","Acevedo-Rodríguez 4568","Pedro Acevedo-Rodríguez|Luzmila Arroyo P.|Bonifacio Mostacedo C.",NA,NA,"1991","8","14",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Provincia Florida, km 8,, road from Negros to Palmasola. Habitat; Roadside; disturbed vegetation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cardiospermum corindum","Sapindaceae","Cardiospermum",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Bolivia"
"135794","speciesLink",NA,NA,NA,NA,"UnB","UB",NA,"PreservedSpecimen","89279","73067","Hatschbach, G",NA,NA,"2002","5","17",NA,NA,NA,NA,"Mato Grosso","Cuiabá",NA,"Cuiabá, BR-262, próximo de Guaicurus",NA,NA,"-15.583333","-56.083333",NA,NA,"Ferrucci, MS","2002-NA-NA",NA,"Paullinia pinnata","Sapindaceae","Paullinia",NA,NA,NA,"L.",NA,NA,"-15.583333","-56.083333","2002","Brasil"
"138090","speciesLink",NA,NA,NA,NA,"NY","NYBG",NA,"PreservedSpecimen","514670","7897","J. C. Solomon","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568416' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1982","6","1",NA,NA,NA,NA,"El Beni",NA,NA,"37 km E of Riberalta on road to Guayaramerín.",NA,NA,"-11.08","-65.75",NA,NA,"P. Acevedo-Rodríguez",NA,NA,"Serjania reticulata","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Bolivia"
"143188","speciesLink",NA,NA,NA,NA,"UFMS","CGMS",NA,"PreservedSpecimen","29295","435","L.C.S. Magalhães; L.G. Escalante","Fruto verde. Habitat: Floresta Estacional Decídua. Habito: Liana.",NA,"2009","3","22",NA,NA,NA,NA,"Mato Grosso do Sul","Nioaque",NA,"Assentamento Andalucia.",NA,NA,"-20.7927777","-55.7513889",NA,NA,"A. Pott; L.C.S. Magalhães","2012-3-19",NA,"Serjania minutiflora","Sapindaceae","Serjania",NA,NA,NA,"Radlk.","19","3","-20,7927777","-55,7513889","2012","Brasil"
"149195","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3582029","159","P. Centeno & J. P. Janovec",NA,NA,"2001","11","30",NA,NA,NA,NA,"Madre de Dios",NA,NA,"Manu Province, Puerto Maldonado. Los Amigos Biological Station, Madre de Dios River, ca. 7.0 km upriver from mouth of Rio Los Amigos. Cocha Lobo",NA,NA,"-12.57","-70.1",NA,NA,"Acevedo-Rodríguez, P.; Somner, G. V.",NA,NA,"Paullinia elegans neglecta","Sapindaceae","Paullinia",NA,NA,NA,"(Radlk.) D.R. Simpson",NA,NA,NA,NA,NA,"Peru"
"131188","speciesLink",NA,NA,NA,NA,"UFRRJ","RBR",NA,"S","27045","1","J.C.R. Moraes",NA,NA,"2010","2","0",NA,NA,NA,NA,"Rio de Janeiro","Seropédica",NA,"antiga Rio São Paulo, km49, Rua 11, depois da fábrica de plástico, ao lado do sítio do Carlão",NA,NA,"-22.7439002990723","-43.7075004577637","13730",NA,NA,NA,NA,"Paullinia rubiginosa","Sapindaceae","Paullinia",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brasil"
"166680","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","172736","Foster 7920","Robin B. Foster|Magda Chanco E.|Joaquina Albán C.",NA,NA,"1984","1","12",NA,NA,NA,NA,"Pasco","Oxapampa",NA,"Palcazu Valley, Iscozacin. Trail to Villa America, 4 km from airstrip; low forested hills.",NA,NA,"-10.2","-75.25",NA,NA,"P. Acevedo-Rdgz. (US)",NA,NA,"Serjania altissima","Sapindaceae","Serjania",NA,NA,NA,"(Poepp.) Radlk.",NA,NA,NA,NA,NA,"Peru"
"175491","speciesLink",NA,NA,NA,NA,"IBt","SP",NA,"S","75334","8460","Mattos, JR; Mattos, NF",NA,NA,"1960","11","17",NA,NA,NA,NA,"São Paulo","Mogi Guaçu",NA,"Fazenda Campininha, 3,4 km NNW de Pádua Sales. Ca. 100m E da sede.",NA,NA,"-22.372200012207","-46.9421997070312","39309",NA,"Smith, LB","1962-NA-NA",NA,"Serjania erecta","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,"1962","Brasil"
"155315","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3526302","12359","P. Acevedo-Rodriguez, S. A. Mori, A. Perez, O. Poncy, F. Crozier & E. Lucas","NY, K, MO, P",NA,"2003","2","22",NA,NA,NA,NA,NA,NA,NA,"Aratai River, 1-2 km downstream",NA,NA,"4","-52.5833",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Thinouia myriantha","Sapindaceae","Thinouia",NA,NA,NA,"Triana & Planch.",NA,NA,NA,NA,NA,"French Guiana"
"181766","speciesLink",NA,NA,NA,NA,"F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","V0305067F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-10.8339","-52.8731",NA,NA,NA,NA,NA,"Serjania caracasana","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil"
"135259","speciesLink",NA,NA,NA,NA,"UEM","HUEM",NA,"S","2578","23","M.C.de Souza","Trepadeira. Fruto maturo, alado de cor verde. Solo seco.",NA,"1993","9","29",NA,NA,NA,NA,"Mato Grosso do Sul","Jateí",NA,"rio Ivinhema, Pedreira.",NA,NA,"-22.4818992614746","-54.3025016784668","85335",NA,"Rosado","2019-7-NA",NA,"Serjania caracasana","Sapindaceae","Serjania",NA,NA,NA,"(Jacq.) Willd.",NA,"7",NA,NA,"2019","Brasil"
"175408","speciesLink",NA,NA,NA,NA,"IBt","SP",NA,"S","20323","s.n.","Hoehne, FC",NA,NA,"1927","5","16",NA,NA,NA,NA,"São Paulo","Itapira",NA,NA,NA,NA,"-22.4300003051758","-46.8199996948242","19933",NA,"Gehrt, A",NA,NA,"Serjania multiflora","Sapindaceae","Serjania",NA,NA,NA,"Cambess.",NA,NA,NA,NA,NA,"Brasil"
"158339","speciesLink",NA,NA,NA,NA,"UEFS","HUEFS",NA,"PreservedSpecimen","226507","5965","Oliveira, M.","Savana Estépica. Luvissolo Crômico Órtico",NA,"2015","4","15",NA,NA,NA,NA,"Pernambuco","Flores",NA,"Sítio Carnaubinha, Caatinga arbustivo-arbóreo aberta",NA,NA,"-7.86806011199951","-37.9747009277344","33262",NA,NA,NA,NA,"Cardiospermum corindum","Sapindaceae","Cardiospermum",NA,NA,NA,"L.",NA,NA,NA,NA,NA,"Brasil"
"184926","speciesLink",NA,NA,NA,NA,"UFU","HUFU",NA,"S","47482","75","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","Trepadeira. Botões florais creme-esverdeadas.; Mata de galeria.",NA,"2007","3","22",NA,NA,NA,NA,"Minas Gerais","Capitólio",NA,"Região de Furnas, Paraíso Perdido.",NA,NA,"-20.6152992248535","-46.0499992370605","29474",NA,"Melo, K.B.S.","2007-7-9",NA,"Serjania reticulata","Sapindaceae","Serjania",NA,NA,NA,"Cambess.","9","7",NA,NA,"2007","Brasil"
"149495","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","USw42402","1589","P. Acevedo-Rodriguez & D. C. Daly",NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Martín","Mariscal Cáceres",NA,"Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paullinia imberbis","Sapindaceae","Paullinia",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Peru"
"180591","speciesLink",NA,NA,NA,NA,"INPA","INPA",NA,"S","115227","8557","Revilla, J",NA,NA,"1983","10","5",NA,NA,NA,NA,"Pará","Tucuruí",NA,"PA 149, ramal da massa fálida, PA-149, área de desmatamento, ramal da massa fálida",NA,NA,"-3.764569","-49.673567",NA,NA,"Beck, HT","1998-NA-NA",NA,"Paullinia sphaerocarpa","Sapindaceae","Paullinia",NA,NA,NA,"Rich. ex Juss.",NA,NA,"-3.764569","-49.673567","1998","Brasil"
"135438","speciesLink",NA,NA,NA,NA,"UEM","HUEM",NA,"S","33619","1268","Milaneze-Gutierre, MA","Fruto coloração amarela-esverdeada.",NA,"2017","8","11",NA,NA,NA,NA,"Paraná","Maringá",NA,"Parque do Ingá., Área externa.",NA,NA,"-23.4253005981445","-51.9385986328125","19250",NA,"Rosado","2018-6-NA",NA,"Thinouia mucronata","Sapindaceae","Thinouia",NA,NA,NA,"Radlk.",NA,"6",NA,NA,"2018","Brasil"
"149342","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","1234258","6","Kosas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacupana.",NA,NA,NA,NA,NA,NA,"Radlkofer, L. A. T.",NA,NA,"Paullinia fuscescens","Sapindaceae","Paullinia",NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,"Venezuela"
"137742","speciesLink",NA,NA,NA,NA,"IF","SPSF",NA,"PreservedSpecimen","18262","1543","A.Furlan & M. A. de Assis & F.C.P.Garcia","COLETA: XLS: SPSFAntigo&nf;Mata Atlântica&nf;Trepadeira frutos imaturos vedes e maduros vermelhos.; GEOGRAFIA: Rodovia Rio-Santos, km.35;",NA,"1994","4","17",NA,NA,NA,NA,"SP","Ubatuba",NA,"Estrada de Itamambuca",NA,NA,"-23.4300003051758","-45.0699996948242","34265",NA,"G.V.Somner","1997-7-30",NA,"Paullinia trigonia","Sapindaceae","Paullinia",NA,NA,NA,"Vell.","30","7",NA,NA,"1997","Brasil"
"185024","speciesLink",NA,NA,NA,NA,"UFU","HUFU",NA,"S","1117","286","Araújo, G.M.; Barbosa, A.A.A.","Trepadeira comum.; Borda da mata de galeria.",NA,"1987","9","11",NA,NA,NA,NA,"Minas Gerais","Uberlândia",NA,"Estação Ecológica do Panga",NA,NA,"-18.9186000823975","-48.2771987915039","58223",NA,NA,NA,NA,"Serjania","Sapindaceae","Serjania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil"
"154917","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","3740316","8416","H. D. Clarke, R. Williams & C. Perry",NA,NA,"1999","9","10",NA,NA,NA,NA,"U. Takutu-U. Essequibo",NA,NA,"Wassarai Mts., summit of highest peak, 14 km S of S. Kassikaityu R.",NA,NA,"1.52861","-59.2397",NA,NA,"Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"Paullinia ingifolia","Sapindaceae","Paullinia",NA,NA,NA,"Rich. ex Juss.",NA,NA,NA,NA,NA,"Guyana"
"166363","speciesLink",NA,NA,NA,NA,"MO","MOBOT",NA,"PreservedSpecimen","167635","Vásquez Martínez 12983","Rodolfo Vásquez|Nestor Jaramillo",NA,NA,"1989","10","24",NA,NA,NA,NA,"Loreto","Maynas",NA,"Indiana, Explorama Reserve (Río Amazonas). Bosque primario (suelo arcilloso).",NA,NA,"-3.5","-73.08333",NA,NA,"R.E. Gereau (MO)",NA,NA,"Paullinia spicata","Sapindaceae","Paullinia",NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,"Peru"
"148215","speciesLink",NA,NA,NA,NA,"US","US",NA,"PreservedSpecimen","534062","208","O. O. Miller & J. Johnston",NA,NA,"1901","7","20",NA,NA,NA,NA,"Margarita Island",NA,NA,"El Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cardiospermum halicacabum microcarpum","Sapindaceae","Cardiospermum",NA,NA,NA,"Blume",NA,NA,NA,NA,NA,"Venezuela"
"127923","speciesLink",NA,NA,NA,NA,"UNICAMP","UEC",NA,"S","66172","30082","Kim, AC; et al.","Liana, flores brancas, beira de estrada, próximo ao mar, encosta.",NA,"1993","11","14",NA,NA,NA,NA,"São Paulo","Ubatuba",NA,"Praia do Cedro",NA,NA,"-23.466667","-45.033333",NA,NA,"Somner, GV","1997-4-10",NA,"Serjania cuspidata","Sapindaceae","Serjania",NA,NA,NA,"Cambess.","10","4","-23.466667","-45.033333","1997","Brazil"
"156412","speciesLink",NA,NA,NA,NA,"USP","SPF",NA,"PreservedSpecimen","82698","1839","Ganev, W",NA,NA,"1993","7","14",NA,NA,NA,NA,"Bahia","Rio de Contas",NA,NA,NA,NA,"-13.75","-42.4",NA,NA,"Ferrucci, MS","1996-NA-NA",NA,"Serjania pernambucensis","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,"-13.75","-42.4","1996","Brasil"
"131668","speciesLink",NA,NA,NA,NA,"MBM","MBM",NA,"S","223883","16002","Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferrucci, M.S.",NA,NA,"Serjania cissoides","Sapindaceae","Serjania",NA,NA,NA,"Radlk.",NA,NA,NA,NA,NA,"Paraguay"
